dataset,path,size_bytes,size_human,row_count,columns_or_keys,status,route_priority
Prostate158,outputs/Q1X_CM4D_final_all_source_segmentation_models_lock_fix2_v1/CM4D_FINAL_ALL_SOURCE_SEGMENTATION_MODELS_LOCK.json,4152,4.05 KiB,,status|decision|version|build|cm3_lock_sha256|cm4c_lock_sha256|cm3_helper_sha256|source_patients|source_slices|batch_size|model_families|fix2_engineering_correction|duration_selection|final_models|information_boundary|summary|summary_sha256|source_cache_meta|source_cache_meta_sha256|next_stage,OK,98
Prostate158,outputs/Q1X_CM4D_final_all_source_segmentation_models_lock_fix2_v1/CM4D_FINAL_MODEL_SUMMARY.csv,444,444.00 B,3,family|fixed_epochs|seed|params|all_source_training_sanity_mean_patient_dice|checkpoint_sha256,OK,98
Prostate158,outputs/Q1X_CM4D_final_all_source_segmentation_models_lock_fix2_v1/models/DeepLabV3_R50/all_source_training_sanity_patient_metrics.csv,6478,6.33 KiB,139,case_key|tp|fp|fn|dice_3d,OK,98
Prostate158,outputs/Q1X_CM4D_final_all_source_segmentation_models_lock_fix2_v1/models/DeepLabV3_R50/COMPLETE.json,1941,1.90 KiB,,status|version|build|family|seed|best_epochs_from_cm3|duration_rule|fixed_epochs|batch_size|optimizer|learning_rate|weight_decay|early_stopping|validation_selection|source_patients|source_slices|params|trainable_params|final_checkpoint|final_checkpoint_sha256|history|history_sha256|all_source_training_sanity_mean_patient_dice|all_source_training_sanity_patient_metrics|all_source_training_sanity_patient_metrics_sha256|sanity_metric_selection_role|promises12_access|deeplab_singleton_safe_aspp_bn|deeplab_singleton_safe_fallback_total|deeplab_singleton_rule,OK,98
Prostate158,outputs/Q1X_CM4D_final_all_source_segmentation_models_lock_fix2_v1/models/DeepLabV3_R50/history.csv,665,665.00 B,24,epoch|train_loss|singleton_safe_aspp_bn_fallback_batches,OK,98
Prostate158,outputs/Q1X_CM4D_final_all_source_segmentation_models_lock_fix2_v1/models/SegFormer_B0/all_source_training_sanity_patient_metrics.csv,6490,6.34 KiB,139,case_key|tp|fp|fn|dice_3d,OK,98
Prostate158,outputs/Q1X_CM4D_final_all_source_segmentation_models_lock_fix2_v1/models/SegFormer_B0/COMPLETE.json,1773,1.73 KiB,,status|version|build|family|seed|best_epochs_from_cm3|duration_rule|fixed_epochs|batch_size|optimizer|learning_rate|weight_decay|early_stopping|validation_selection|source_patients|source_slices|params|trainable_params|final_checkpoint|final_checkpoint_sha256|history|history_sha256|all_source_training_sanity_mean_patient_dice|all_source_training_sanity_patient_metrics|all_source_training_sanity_patient_metrics_sha256|sanity_metric_selection_role|promises12_access|deeplab_singleton_safe_aspp_bn|deeplab_singleton_safe_fallback_total|deeplab_singleton_rule,OK,98
Prostate158,outputs/Q1X_CM4D_final_all_source_segmentation_models_lock_fix2_v1/models/SegFormer_B0/history.csv,1054,1.03 KiB,39,epoch|train_loss|singleton_safe_aspp_bn_fallback_batches,OK,98
PROMISE12,outputs/Q1X_CM5B_unlabeled_support_aware_operating_point_transport_lock_fix2_v1/CM5B_LOCKED_POLICY_SUMMARY.csv,459,459.00 B,3,family|fixed_source_threshold|fixed_source_adaptation_coverage|naive_quantile_threshold|naive_quantile_adaptation_coverage|support_aware_threshold|support_aware_adaptation_coverage,OK,0
PROMISE12,outputs/Q1X_CM5B_unlabeled_support_aware_operating_point_transport_lock_fix2_v1/CM5B_SOURCE_CROSSFIT_DENSITY_RATIO_WEIGHTS.csv,2149294,2.05 MiB,10659,family|fold|global_index|case_key|slice_index|harmful|neutral|beneficial|source_dice|tent1_dice|delta_dice|score_M2|score_CondDINO|score_Final|domain_q_target_oof|density_ratio_raw|density_ratio_weight,OK,0
PROMISE12,outputs/Q1X_CM5B_unlabeled_support_aware_operating_point_transport_lock_fix2_v1/CM5B_SUPPORT_DIAGNOSTICS.csv,940,940.00 B,3,family|domain_oof_auroc|source_weight_ess_all_slices|source_weight_ess_harm_slices|source_weight_ess_harm_patients|source_weight_cap_fraction|target_q_ge_0.99_fraction|raw_weight_p50|raw_weight_p90|raw_weight_p99|normalized_weight_max_before_cap|stabilized_weight_max,OK,0
PROMISE12,outputs/Q1X_CM5B_unlabeled_support_aware_operating_point_transport_lock_fix2_v1/CM5B_TARGET_CROSSFIT_DOMAIN_PROPENSITIES.csv,800368,781.61 KiB,4131,family|global_index|case_key|slice_index|risk_score|frozen_source_threshold|fixed_source_gate_retain_source|fixed_source_gate_adapt|source_fg_fraction|tent_fg_fraction|source_tent_mask_disagreement|tent_pre_entropy|tent_post_entropy|tent_entropy_change|domain_q_target_oof|domain_fold,OK,0
PROMISE12,outputs/Q1X_CM5B_unlabeled_support_aware_operating_point_transport_lock_fix2_v1/CM5B_UNLABELED_OPERATING_POINT_TRANSPORT.json,1393,1.36 KiB,,status|version|fixed_source_reference|naive_target_quantile_baseline|support_aware_transport|promises12_gt_access,OK,0
PROMISE12,outputs/Q1X_CM5B_unlabeled_support_aware_operating_point_transport_lock_fix2_v1/CM5B_UNLABELED_OPERATING_POINT_TRANSPORT_LOCK.json,5961,5.82 KiB,,status|decision|version|build|cm4b_lock_sha256|cm4c_lock_sha256|cm5a_lock_sha256|cm5a_helper_sha256|fix2_schema_correction|scientific_assumption|domain_ratio_estimator|support_gate|fixed_source_reference|naive_target_quantile_baseline|support_aware_transport|information_boundary|locked_cm6_evaluation_plan|artifacts|next_stage,OK,0
PROMISE12,outputs/Q1X_CM7A_promise12_external_ranking_baseline_audit_fix1_v1/CM7A_DINO_CLS_META.json,698,698.00 B,,status|version|representation|source_shape|target_shape|source_file|source_sha256|target_file|target_sha256|target_gt_used,OK,0
PROMISE12,outputs/Q1X_CM7A_promise12_external_ranking_baseline_audit_fix2_v1/CM7A_DINO_CLS_META.json,698,698.00 B,,status|version|representation|source_shape|target_shape|source_file|source_sha256|target_file|target_sha256|target_gt_used,OK,0
PROMISE12,outputs/Q1X_CM7A_promise12_external_ranking_baseline_audit_fix2_v1/CM7A_FINAL_VS_BASELINE_PAIRED_DELTA_AUROC_BOOTSTRAP.csv,633,633.00 B,5,comparison|baseline|reps_valid|bootstrap_mean_delta_auroc|ci95_low|ci95_high|final_significantly_better_95ci,OK,0
PROMISE12,outputs/Q1X_CM7A_promise12_external_ranking_baseline_audit_fix2_v1/CM7A_METHOD_MACRO_AUROC_PATIENT_BOOTSTRAP.csv,511,511.00 B,6,method|reps_valid|bootstrap_mean_macro_auroc|ci95_low|ci95_high,OK,0
PROMISE12,outputs/Q1X_CM7A_promise12_external_ranking_baseline_audit_fix2_v1/CM7A_PROMISE12_BASELINE_RANKING_METRICS.csv,2759,2.69 KiB,30,method|scope|rows|patients|harm_count|auroc|auprc|spearman_score_vs_minus_delta,OK,0
PROMISE12,outputs/Q1X_CM7A_promise12_external_ranking_baseline_audit_fix2_v1/CM7A_PROMISE12_EXTERNAL_RANKING_BASELINE_AUDIT_LOCK.json,3973,3.88 KiB,,status|decision|version|build|scope|cm3_lock_sha256|cm4b_lock_sha256|cm4d_lock_sha256|cm5a_lock_sha256|cm6_lock_sha256|cm3_helper_sha256|cm4a_helper_sha256|cm4b_helper_sha256|cm5a_helper_sha256|methods|baseline_construction|statistics|interpretation_boundary|artifacts|next_stage,OK,0
PROMISE12,outputs/Q1X_CM7A_promise12_external_ranking_baseline_audit_fix2_v1/CM7A_SOURCE_UNCERTAINTY_META.json,573,573.00 B,,status|version|score_file|score_sha256|source_mask_replay_pixel_mismatch|definitions|target_gt_used,OK,0
PROMISE12,outputs/Q1X_CM7A_promise12_external_ranking_baseline_audit_fix2_v1/CM7A_TARGET_BASELINE_SCORES_WITH_LOCKED_OUTCOMES.csv,763250,745.36 KiB,4131,family|global_index|case_key|slice_index|SOURCE_ENTROPY|SOURCE_LOW_CONFIDENCE|M2|DINO_CLS|CondDINO|Final|harmful|beneficial|delta_dice|source_dice|tent1_dice,OK,0
PROMISE12,outputs/Q1X_CM7A_promise12_external_ranking_baseline_audit_fix2_v1/CM7A_TARGET_BASELINE_SCORE_CONSTRUCTION_LOCK.json,1377,1.34 KiB,,status|version|build|scope|important|fix2_engineering_correction|methods|target_rows|target_patients|target_gt_used_for_score_construction|target_threshold_tuning|score_file|score_sha256,OK,0
PROMISE12,outputs/Q1X_CM7A_promise12_external_ranking_baseline_audit_fix2_v1/CM7A_TARGET_SOURCE_UNCERTAINTY_SCORES.csv,243073,237.38 KiB,4131,family|global_index|SOURCE_ENTROPY|SOURCE_LOW_CONFIDENCE,OK,0
PROMISE12,outputs/Q1X_CM7B_promise12_matched_coverage_utility_audit_fix1_v1/CM7B_FULL_TARGET_MATCHED_RANDOMIZATION_REPLICATES.csv,855182,835.14 KiB,10000,adaptation_coverage|adapted_rows|prevented_harm_fraction|mean_slice_deployed_dice|mean_patient_3d_deployed_dice|rep,OK,0
PROMISE12,outputs/Q1X_CM7B_promise12_matched_coverage_utility_audit_fix1_v1/CM7B_FULL_TARGET_MATCHED_RANDOMIZATION_SUMMARY.csv,711,711.00 B,3,metric|safettta|random_mean|random_ci95_low|random_ci95_high|safettta_minus_random_mean|delta_ci95_low|delta_ci95_high|one_sided_p_random_ge_safettta,OK,0
PROMISE12,outputs/Q1X_CM7B_promise12_matched_coverage_utility_audit_fix1_v1/CM7B_PAIRED_PATIENT_BOOTSTRAP_REPLICATES.csv,363101,354.59 KiB,2000,rep|safe_prevented_harm_fraction|random_prevented_harm_fraction|delta_prevented_harm_fraction|safe_mean_slice_deployed_dice|random_mean_slice_deployed_dice|delta_mean_slice_deployed_dice|safe_mean_patient_3d_deployed_dice|random_mean_patient_3d_deployed_dice|delta_mean_patient_3d_deployed_dice,OK,0
PROMISE12,outputs/Q1X_CM7B_promise12_matched_coverage_utility_audit_fix1_v1/CM7B_PAIRED_PATIENT_BOOTSTRAP_SUMMARY.csv,447,447.00 B,3,metric|bootstrap_reps|inner_random_draws_per_rep|mean_delta_safettta_minus_random|ci95_low|ci95_high|safettta_significantly_better_95ci,OK,0
PROMISE12,outputs/Q1X_CM7B_promise12_matched_coverage_utility_audit_fix1_v1/CM7B_POINT_UTILITY_SUMMARY.json,1101,1.08 KiB,,SOURCE_ONLY|TENT_ALL|SAFETTA_FIXED_SOURCE_GATE|family_matched_coverage,OK,0
PROMISE12,outputs/Q1X_CM7B_promise12_matched_coverage_utility_audit_fix1_v1/CM7B_PROMISE12_MATCHED_COVERAGE_UTILITY_AUDIT_LOCK.json,3937,3.84 KiB,,status|decision|version|build|scope|cm6_lock_sha256|cm7a_lock_sha256|frozen_policy|matched_random_baseline|point_results|interpretation_boundary|changes_after_gt|artifacts|next_stage,OK,0
NeoPolyp,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix5__building/environment_audit.json,510,510.00 B,,python|torch_version|transformers_version|pillow_version|cuda_available|cuda_device_count|cuda_device_name|cuda_capability|hf_home|huggingface_hub_cache,OK,98
NeoPolyp,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix5__building/pairing_audit.json,1174,1.15 KiB,,train|validation|manifest_membership|train_val_path_overlap|target_forbidden_tokens,OK,98
NeoPolyp,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix5__building/resolved_source_interface.json,618,618.00 B,,mode|manifest|manifest_sha256|data_root|train_role|val_role|train_count|val_count|seen_sanity_count|unseen_locked_count|random_resplit_performed|target_rows_opened|file_sha256_verified|target_path_token_check_pass,OK,98
NeoPolyp,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix6__building/environment_audit.json,510,510.00 B,,python|torch_version|transformers_version|pillow_version|cuda_available|cuda_device_count|cuda_device_name|cuda_capability|hf_home|huggingface_hub_cache,OK,98
NeoPolyp,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix6__building/pairing_audit.json,1174,1.15 KiB,,train|validation|manifest_membership|train_val_path_overlap|target_forbidden_tokens,OK,98
NeoPolyp,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix6__building/resolved_source_interface.json,618,618.00 B,,mode|manifest|manifest_sha256|data_root|train_role|val_role|train_count|val_count|seen_sanity_count|unseen_locked_count|random_resplit_performed|target_rows_opened|file_sha256_verified|target_path_token_check_pass,OK,98
NeoPolyp,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/checkpoint_sha256_audit.json,393,393.00 B,,best_checkpoint_sha256|unique_best_checkpoint_sha256_count|required_unique_count|all_unique,OK,98
NeoPolyp,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/decision.txt,38,38.00 B,,,OK,98
NeoPolyp,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/environment_audit.json,510,510.00 B,,python|torch_version|transformers_version|pillow_version|cuda_available|cuda_device_count|cuda_device_name|cuda_capability|hf_home|huggingface_hub_cache,OK,98
NeoPolyp,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/pairing_audit.json,1174,1.15 KiB,,train|validation|manifest_membership|train_val_path_overlap|target_forbidden_tokens,OK,98
NeoPolyp,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/provenance_audit.json,2004,1.96 KiB,,protocol_sha256|q1_r01c_lock_sha256|q1_r01c_decision|architecture|pretrained_model|seeds|root|output_dir|resolved_source_interface|s01_manifest_sha256|source_membership_frozen_by_s01_role|random_resplit_performed|train_image_count|val_image_count|image_size|batch_size|epochs|learning_rate|weight_decay|target_data_used|utility_labels_used|hyperparameter_sweep|best_checkpoint_sha256|decision,OK,98
NeoPolyp,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/Q1_R02_SEGFORMER_SOURCE_TRAINING_LOCK.json,4617,4.51 KiB,,script_version|build|protocol_sha256|q1_r01c_lock_sha256|q1_r01c_decision|architecture|pretrained_model|seeds|target_data_used|utility_labels_used|hyperparameter_sweep|checkpoint_sha256_unique|artifacts|decision,OK,98
NeoPolyp,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/resolved_source_interface.json,618,618.00 B,,mode|manifest|manifest_sha256|data_root|train_role|val_role|train_count|val_count|seen_sanity_count|unseen_locked_count|random_resplit_performed|target_rows_opened|file_sha256_verified|target_path_token_check_pass,OK,98
NeoPolyp,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/run_log.txt,1814,1.77 KiB,,,OK,98
NeoPolyp,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/three_seed_summary.csv,987,987.00 B,3,seed|architecture|pretrained_model|best_epoch|best_val_mean_image_dice|best_val_loss|best_checkpoint|best_checkpoint_sha256|last_checkpoint_sha256|train_images|val_images|completed_epochs|target_data_used|utility_labels_used,OK,98
NeoPolyp,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/seed_20260820/seed_summary.json,588,588.00 B,,seed|architecture|pretrained_model|best_epoch|best_val_mean_image_dice|best_val_loss|best_checkpoint|best_checkpoint_sha256|last_checkpoint_sha256|train_images|val_images|completed_epochs|target_data_used|utility_labels_used,OK,98
NeoPolyp,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/seed_20260820/training_history.csv,6791,6.63 KiB,50,epoch|seed|train_loss|train_ce|train_dice_loss|val_loss|val_mean_image_dice|learning_rate,OK,98
NeoPolyp,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/seed_20260821/seed_summary.json,588,588.00 B,,seed|architecture|pretrained_model|best_epoch|best_val_mean_image_dice|best_val_loss|best_checkpoint|best_checkpoint_sha256|last_checkpoint_sha256|train_images|val_images|completed_epochs|target_data_used|utility_labels_used,OK,98
NeoPolyp,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/seed_20260821/training_history.csv,6794,6.63 KiB,50,epoch|seed|train_loss|train_ce|train_dice_loss|val_loss|val_mean_image_dice|learning_rate,OK,98
NeoPolyp,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/seed_20260822/seed_summary.json,587,587.00 B,,seed|architecture|pretrained_model|best_epoch|best_val_mean_image_dice|best_val_loss|best_checkpoint|best_checkpoint_sha256|last_checkpoint_sha256|train_images|val_images|completed_epochs|target_data_used|utility_labels_used,OK,98
NeoPolyp,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/seed_20260822/training_history.csv,6790,6.63 KiB,50,epoch|seed|train_loss|train_ce|train_dice_loss|val_loss|val_mean_image_dice|learning_rate,OK,98
PolypGen,outputs/Q1_R05A_confirmatory_target_eligibility_audit_v1/polypgen_historical_exposure.json,23142,22.60 KiB,,POLYPGEN_DEVELOPMENT_EXPOSED|s06_s07_output_directories|polypgen_text_evidence_count|polypgen_text_evidence|eligible_as_untouched_confirmatory_target,OK,0
PolypGen,outputs/Q1_R05A_confirmatory_target_eligibility_audit_v1_fix1/polypgen_historical_exposure.json,19821,19.36 KiB,,POLYPGEN_DEVELOPMENT_EXPOSED|eligible_as_untouched_confirmatory_target|s06_s07_output_directories|polypgen_reference_files|polypgen_reference_file_count,OK,0
NeoPolyp,outputs/Q1_R05D0_neopolyp_backup_confirmatory_target_selection_lock_v1/code_docs_reference_scan.csv,65,65.00 B,0,root|file|identity_tokens|reference_only_not_target_exposure,OK,0
NeoPolyp,outputs/Q1_R05D0_neopolyp_backup_confirmatory_target_selection_lock_v1/decision.txt,44,44.00 B,,,OK,0
NeoPolyp,outputs/Q1_R05D0_neopolyp_backup_confirmatory_target_selection_lock_v1/historical_neopolyp_exposure_scan.csv,72,72.00 B,0,root|file|evidence_type|location|identity_tokens|outcome_use_tokens,OK,0
NeoPolyp,outputs/Q1_R05D0_neopolyp_backup_confirmatory_target_selection_lock_v1/Q1_R05D0_NEOPOLYP_SELECTION_LOCK.json,1895,1.85 KiB,,script_version|build|protocol_sha256|r05b2_lock_sha256|frozen_source_paot_predictor_packages|backup_confirmatory_dataset|frozen_target_pool|neopolyp_downloaded|neopolyp_image_pixels_opened|neopolyp_gt_pixels_opened|target_model_inference_run|target_tta_run|target_predictor_fit|historical_neopolyp_exposure_rows|manual_rescue_audit_if_hit|decision|artifacts,OK,0
NeoPolyp,outputs/Q1_R05D0_neopolyp_backup_confirmatory_target_selection_lock_v1/run_log.txt,1264,1.23 KiB,,,OK,0
NeoPolyp,outputs/Q1_R05D0_neopolyp_backup_confirmatory_target_selection_lock_v1/upstream_r05b2_audit.json,738,738.00 B,,r05b2_lock_sha256|r05b2_decision|predictor_packages|target_data_used|backup_confirmatory_dataset|frozen_target_pool|historical_files_scanned|true_historical_neopolyp_exposure_rows|code_docs_reference_rows|neopolyp_downloaded_by_r05d0|neopolyp_image_pixels_opened_by_r05d0|neopolyp_gt_pixels_opened_by_r05d0|target_model_inference_run|target_tta_run|target_predictor_fit|manual_rescue_audit_if_hit,OK,0
NeoPolyp,outputs/Q1_R05D1_neopolyp_acquisition_pairing_duplicate_qc_v1_fix2/acquisition_receipt.json,536,536.00 B,,acquisition_mode|competition|official_source_asserted|package_path|data_root|package_sha256|package_size_bytes|candidate_images|candidate_gt_files|exact_pairs|gt_pixels_decoded,OK,0
NeoPolyp,outputs/Q1_R05D1_neopolyp_acquisition_pairing_duplicate_qc_v1_fix2/decision.txt,26,26.00 B,,,OK,0
NeoPolyp,outputs/Q1_R05D1_neopolyp_acquisition_pairing_duplicate_qc_v1_fix2/exact_overlap_report.csv,407168,397.62 KiB,1000,sample_id|image_path|gt_path|image_raw_sha256|image_rgb_pixel_sha256|width|height|raw_overlap|rgb_pixel_overlap|raw_match_files|pixel_match_files|exact_overlap,OK,0
NeoPolyp,outputs/Q1_R05D1_neopolyp_acquisition_pairing_duplicate_qc_v1_fix2/frozen_confirmatory_manifest.csv,395130,385.87 KiB,1000,sample_id|image_path|gt_path|image_raw_sha256|image_rgb_pixel_sha256|eligible_confirmatory|exclusion_reason|gt_pixels_decoded,OK,0
NeoPolyp,outputs/Q1_R05D1_neopolyp_acquisition_pairing_duplicate_qc_v1_fix2/historical_development_image_index.csv,532589,520.11 KiB,2248,file|raw_sha256|rgb_pixel_sha256|width|height|status,OK,0
NeoPolyp,outputs/Q1_R05D1_neopolyp_acquisition_pairing_duplicate_qc_v1_fix2/information_boundary_audit.json,468,468.00 B,,target_image_filenames_read|target_gt_filenames_read|target_image_pixels_decoded_for_duplicate_qc|target_gt_pixels_decoded|historical_development_image_pixels_decoded_for_duplicate_qc|model_inference_run|tta_run|target_paot_probabilities_generated|target_dice_computed|harm_benefit_outcomes_computed|predictor_fit_or_modified,OK,0
NeoPolyp,outputs/Q1_R05D1_neopolyp_acquisition_pairing_duplicate_qc_v1_fix2/neopolyp_1000_pairing.csv,304071,296.94 KiB,1000,sample_id|stem|image_count|gt_count|image_path|gt_path|pair_status,OK,0
NeoPolyp,outputs/Q1_R05D1_neopolyp_acquisition_pairing_duplicate_qc_v1_fix2/package_inventory.csv,154299,150.68 KiB,2201,relpath|size_bytes|extension|is_train_image|is_train_gt,OK,0
NeoPolyp,outputs/Q1_R05D1_neopolyp_acquisition_pairing_duplicate_qc_v1_fix2/Q1_R05D1_NEOPOLYP_TARGET_QC_LOCK.json,2822,2.76 KiB,,script_version|build|protocol_sha256|r05d0_lock_sha256|r05b2_lock_sha256|competition|official_source_asserted|candidate_cases|resolved_images|resolved_gt_files|resolved_exact_pairs|exact_overlap_exclusions|eligible_confirmatory_cases|target_image_pixels_decoded_for_duplicate_qc|target_gt_pixels_decoded|model_inference_run|tta_run|target_paot_probabilities_generated|predictor_fit_or_modified|decision|reason|artifacts,OK,0
